Abbreviated,Full Name
Kika,Kikados da Galaxy Carrots
NC S,NC State Esports
Neeb,Neebs and Weebs
Inse,Insert Name Here
GT,Grapefruit Techniques
Craf,Crafters
eU,eUnited
All,All Knights
Neut,Neutralize Reborn
Mean,Meant 2 Be
OTW,On The Way
ONU,Ohio Northern University
Ranc,Rancor
ARCH,Archons
Aqua,Aqua
Big,Big Gorilla Army
BLAH,BLAHAJ
OW R,OW Refugees
CAD,Cracked and Dialed
NorC,NorCal Esports
DaBa,DaBaby Clan
Akel,Akella
Lunc,Lunch Club
Goof,Goofy Goobers
KK,Kooky Koalas 
Exod,Exodia Club
Want,Want It Gaming
Hypo,Hypothermia
Down,DownBad
Delu,Delusional Confidence
Vanc,Vancouver Elated
Vegg,Veggie Straws
bc,beastcoast
HEAD,HEAD HUNTERS
Wave,Waverunners
Gold,Goldencat Gaming
seek,seeker
No K,No Kizzy
TAMU,TAMU Maroon
UCF,UCF Valorant
SLU,SLU Esports
RFD,Reformed
ExP,ExPandable
Ivy,Ivy
DEF,DEF Mode
Ares,Ares Gaming
NBKS,NBKS CENTURIONS
Unpr,Unprepared
Oddy,Oddyssey
Star,StarlessGG
WHOM,WHOMEGALUL
Chil,Chilling in Space
EvHz,Event Horizon
SLMY,Slimy Boogermen
Icon,Icons
Reco,Recon 5
Elme,Elmerz Glue
Life,LifeThruGaming
Spac,Space Bound
Bare,Barely Acceptable
EAST,EAST COAST NO CAPPERS
FREE,FREEAGENTS
Chic,Chicken Rice Sedap
PRSM,Prism Esports
Sabe,Saber
1VR,#1 Victory Royale
7ven,7ven ssports
CT,Cataclysm Team
Taur,Taurex Noirs Gaming
Pola,Polaris
Resc,Rescom Esports
Diab,Diablada Esports
MZ T,MZ Team
Nord,Nordic Legends Gaming
Noct,Noctis
PARA,PARADOX GAMING
Uruz,Uruz Esports
Wolves,Wolves of Hell
TMM,TMM JINGITEAM
SALV,SALVA eSports
TW,Team Warriors
JNS,Janus Esports
Tril,Trilogy Esports
SBTC,SBTC Esports
5RS,5Ravens
NHG,No Hope Gaming
Toh,Toh 'n' Friends
full,fully
ARC,Aricat Esport Family
2red,2red
RL,Reckless Lads
LP33,LP33
KPC,KPC Computer Studio
VEN,Vendetta
FEC,Fulcrum Esports Catalyst
WKR,Walküre
CtL,Cross the Line
Crit,Critical Out Air
SG,SLAMMING GEARS
Atla,Atlas Gaming
NVG,Novagis Gaming
AGS,AIGIS
Nenk,Nenkoujoretsu
DFM,DetonatioN FocusMe
EBG,Ebro'z Gaming
SEMO,SEMORG
Junt,Juntei5
dogz,dogz
Drea,Dreamwalker
Air,Team Air
Taun,Taunt
call,callmesir
MCES,MCES
Enmi,Enmity
CTL,Catalyst Esports
PLG,plgurom
LPU,Las Palmas Unity
Pugg,Puggers
Lyft,Lyft ES
Ecla,Eclatax Esport
EIQ,Entropiq
1234,1234
Pizz,Pizza Boosters
TLS,TOOOLS esports
GV,Team Gravity
FDP,FDP Esports
lanc,lancaster bombers
Alej,Alejkum Salam
IC9,IC9
d0g,d0gSports
fast,fastmix
INAE,Inaequalis
99C,99Crooks
play,playmakers
head,headzots
Mini,Minimum Wagers
VPK,volvo peek
Lank,Lankräm
BENCH,Benchwarmers
KAIO,Team Kaio
Arri,Arriba España +1
HOME,HOMELESS
7AM,Team 7AM
Myst,Myst1s Gaming
youn,young talents
nW,No Witness
IB,ISOL-BULIL
Atfi,Atfinest
GG D,GG D'ALESSIO
BT,BadTurtles
GNf,GONEXTfast
ERN,eSport Rhein Neckar
WG,Wolfix Gaming
bene,beneluxjes
HLRS,HUILERS
NOE,NoEffort
OA,Olympiacos Alimou
Vcto,Vctory Esports
H5,Hyferion5 Esports
Drag,Dragonborn Esport
EMZ,eMonkeyz Club
Bref,Bref
Maze,Maze E-Sports
Bill,Billies
Giga,Giga Tacos
KLAT,KLATWA
MSR,MSR Esport
AVEZ,AVEZ Esport
SUPD,SUPD
CEC,CE Calling
Nefa,Nefarious Gaming
BST,Ballista
TSR,Team Seirin
TCE,TauCeti
PW,Patchwork
Whit,White Lotus Esports
Hogw,Hogwarts
dior,dior
Luce,Lucent Esports
Red,Red
EEAF,ET ELLER ANDET FEDT
anim,animel
Cybe,CyberBonch
anor,anorthosis famagusta esports
DNA,DNA PEEK
TheL,TheLastResort
Necr,Necrotic Esports
OOS,Out of sight
onli,onliner$
McDD,McDDonalds Esports
LLH,Honvéd Esport
TAN,Take A Nap
INCE,INCENTIVE
F9,F9 Hetic
Vert,Vertical Seven Esports
INST,L'institut
Hadi,Hadi's boys
Reac,Reactor Squad Parare
DNJ,Digital Ninjas
PHOD,PHODON.FRAGSTER
CNZ,CiNOZE
fort,fortytwo
Kappa,GreyFace
Moos,Moose Knucklers
123T,123TAP
OPP,Opportunists
UL,Unsigned Losers
Zyti,Zytic eSports
DiaX,DiaXmix
RCB,Résidence chômeur boursier
IHNK,4iHNK
Sala,Salade Sun
LDV,LDV Esports
S2K,S2K
HONK,HONK
csde,csdeadgame
DIVA,DIVAN
illm,illmatic
BRK,Brakmar
Heli,Helios Gaming
sauce,sas elle
SUPR,SUPRMODE Gaming
xD,xD
Race,Racermans
Hajty,Hajty
vodk,vodkamix 
ESTO,ESTONOESUNJUEGOVALE
ABL,Arbalest
WMF,WeMade FOX
WMTF,WeMakeTheFuture
E-Na,E-Natolian Spor Club
best,bestrandom5
Risu,Risus Force
NORG,Orgless5
Sun,Sun Rise
RAGI,RAGING FIRE ESPORTS
FOXN,FOXN TEAM
ARMU,ARMUTLAR
ŞAK,ŞAKLABANLAR
High,High5
Tala,Talamus Team Blue E-Sport
Vict,Victorious Beast
AES,Anatolia Esports
r5,randomfiVe
ERZI,ERZINCANGAMINGxD
Eagl,EaglePAW
KVB,Kral ve Büyücüleri
MORE,MORE Esports
5 Fi,5 Fire
Rel,Rel Por Gaming
Sangal,Sangal Esports
FWS,FAWES
Ment,Mental Zero
Long,LongWay Esports
COME,COMEBACK E-SPOR
RAVE,RAVENTLAS
Temp,Templars E-Sports
RN,RAIN E-SPORTS
LGND,Team Legend
SB,SIZDIM BEKLE
IK,Inland Knights
AS07,Antalyaspor Esports
Edan,Edan Team
ex-R,ex-Reckless Lads
Knig,Knights
NXN,NXN
ex-P,ex-PWYH
EX C,EX COMMUNICADO
CUEK,CUEK
Ante,Antero
WEDO,WEDOZ
King,Kingpins
BOS,BOS Zero
KLAU,KLAUN
Powe,Power Danger Esport
Abso,Absolute5
Flat,Flat White
ETH,Ethereal
GEEK,GEEK Fam ID
WP,WOLFPACK
TFG,Team Frog
Baby,BabyBeast
ex-A,ex-AING MAUNG Esports
JG a,JG and friends
THAN,THANATOS
TFO,The First Order
Bunk,Bunker Esports
FTG,FTG Esports
GD E,GD Esports Club
Godl,Godless
Syko,Syko
Posi,Positive Mental Attitude
ex-S,ex-SV Empire
TUMT,TUMT
LCVS,LCVS esports club
TIAN,TIAN DOGS GAMING
KJC,KJC eSports
TTSH,TTSH
SSW,Shi Shui Wen
aqua,aqua
Rend,Rendezvous
Mene,Meness Mob
Expl,Exploding Kittens
Hool,Hooligans
Prem,PremierGG
LZ,Team LZ
ZaPs,ZaPs Clan
Dogw,Dogwater Esports
600,Team 600
Admi,Admirals
Illu,Illuzion Black
YMA,YMA
HSP,Headshot Percentage
SSG,Spacestation Gaming
VESP,VESPA
Dimm,DimmaDome$
Scar,Scarlet Knights
Naut,Nautic
Theo,Theory Nation
cute,cute fat boys
DT,Demon Time
Lycu,Lycus Empire
PUGS,PUGSTARS
mhm,mhm
Lemo,Lemonade Stand
DCSV,Decisive
Ento,Entourage 
R&MB,rice and meatballs
Wygers,Wygers Argentina
DKS,DKS Esports
Procyon,Procyon Team
Æ,Aracne Esports
LDM,LDM Esports
PÊEK,PÊEK Gaming
CNG,CNG Esports
SER,Serpens
74,Nanashi no Gonbee
RLX,RELATION X
GBD,Glory be Diva
XENE,XENEX
Purp,Purple Cobras
ExO,ExtraOrdinary
ky5,keepYOURskill
Virg,Virgeneshastalos40
NBT,Next Big Thing
Drop,Dropz Esports
RCTI,RCTIC
HN B,HN BLUE
saiy,saiyans
Un n,Un nom esport
Ovat,Ovation eSports
XI,XI Gaming
TTW,Time to Win
SFL,Team Sinful
Say,Say Cheese
Burn,Burning House
wann,wanna do streaks
Dem,Dem som ikke hopper
Nobi,Nobility
Snip,Snipe The Monkeys
chor,chord
Phlo,Phlox Gaming
raut,raute 1
PG,Pingu Gang
140,140 Dmg
UAB,UAB Kvadratine Galva
ATH,ATH esport
EWAV,EWAVE Esports
64FT,6'4 fully tatted
Prog,Progress
TQM,Team Questionmark
Nexu,Nexus Gaming
HSD,HSDIRR
Kuma,Kuma Louis
HmT,Humanity Legend
RLS,Rulers Esports
MOUS,MOUSE5
toxi,toxicjulien
MCS,Miracles
nvm,nevermindgg
PRE,Prestige Esports
AF,Austrian Force
UNF,Unfamous
DHELO,ELO DELIVERY
OGP,Only Good Players
Whynot,WhynotVLR
tzatziki$,tzatzikiklubben
OSERV,Oserv Esport
300S,The 300 Spartans
done,doneVAL
CC,Contactless
FOJ,Fojosok
TGV,TGV
LW,LastWind
alje,aljeks disciples
Cani,Canity eSport
ACK,Ackerman Team
WKTM,We Knep The Meta
HN R,HN RED
xt,Exception eSports
Valo,Valorando
Fier,FieryWall Gaming
Pain,Paint 3D
A,Ambitious
DOS,Dawn of Stars
СС,CrowСrowd
N1C3,n1ce3e3e3e3
5bots,5bots
HYP,Hypnotic Gaming
Izan,Izanami
CRY,cryaway
ANXi,ANXi
Thor,Thorns
оlympus,оlympus
FLN,feelin
RBL,Rebellion
mix,mix
TNP,TNP
DAT,DAT
EZcl,EZclap
KABA,KABAHbl
AKQJ,AKQJT
INV,Invicta
GIBD,GIBDD
INFS,Infinite Skill
NJCT!,NINJACAT!
6479,6479
5up,5up
TMQ,TooManyQuestions
anime,animeshniki
UGIT,UGIT
SajaneX,SajaneX
Univ,Universe
QQ,ququlity
jaba,jaba
NEMR,NEMRUTZ
2L8,2L8
M4L,M4L
FIA,FREAKSINACTION
Fire,FiregioN
YTU,YTU Stars
1TAP,1TAP eSports Turkey
MonT,MonTage E-Sports
oldm,oldmix5
ATL,ATL Esports
No O,No Org No Pracc
ALFA,ALFA Esport
2Bol,2BoltsGaming
MELi,MELiNA
MNA,MNA ESPORTS
B5,Brotherhood of the Five
RekS,RekS E-SPOR
KNA,Kanaken Espor
F704,F704
Sear,Searchıng4Org
Komşu's,Komşu's
3ÇE,3ÇEYREKSOĞANSIZ
GZ21,Godzilla e-Sports
Firs,First Time
Apex,Apex Point
6IX,Team 6IX
hunt,hunterr
Deat,DeathWarriors E’Sport
FIRE,FireNation
Old,Old Cihangir
Lege,Legends Never Day
Exec,Execration
Anon,Anonymous Ilonggos
NRX,NRX Esports
NXP,NXP.Aether
Elit,Elite Vigorous
Infi,Infinite Esports
Poiz,Poizon
WHR,WHR Esports
BAUS,BAUSTROYER
BOMP,BOMPTON-
Wake,Wakeup Games
4 li,4 lixo + Nikinho
OSKA,OSKARASEMTIME
Gala,Galaxy Carrots
Urub,Urubuzada e-Sports
RDW,RDW Esports
DAVR,DAVR
sopa,sopa de riçoneronte
Stor,Storm Tiger
tftt,tftteam
INDI,INDIO ANA JONES
ATHZ,Athletico Zombies
LPX,LPX Gaming
Wolf,Wolfpack
MITH,Made in Thailand
QC,QConfirm
Kont,Konthaisaduay
SDG,Suradech Gaming
RETI,RETIRED ESPORTS
NG.B,NG.Black
Rêv,Rêveur
re:f,re:five
GOLD,GOLDEN5
ESTE,ESTEVANDOR
#PRO,#PROPLAYERGAGAL
Enco,Encode
GEYE,GEYERI4N
XF,XenoFrost
Soli,Solid Wanderers
Octa,Octagon Gaming
CANO,CANO
ex-T,ex-Team Phenix
noGA,noGAMESENSE
Thir,Thirsts Esports
UDG,Underdogs
RNS,Renaissance
XIAO,XIAO
TheD,TheDuckArmy
5hip,5hippos
KZN,Kaizen Esports
Stam,Stampede Gaming
DFUSE,DfuseTeam
APEX,APEX PEOPLE
MYH,MUYAHO
ExG,Exsto Gaming
FC,Funcrew
Demo,Demon
ex-EXO,ex-EXO Clan
ooga,ooga booga
SHID,Shidiots
AM,AFTERMIND
SGN,Sanguine
WILD,WILD HUNT
Valh,Valhalla
Bull,BullGods
Shoc,ShockWave
SeeF,SeeFuture
frea,freak squad
5op,5op
Digi,Digital Chokers
sile,silence
Z19,Zveno19
NaVi,NaVi
NEVE,NEVER LOOK BACK
abcd,abcdteam
NoMe,NoMercy
Podp,Podpivasniki
BÉZ,BÉZOTCA
Game,Game Dimension Esports
Ka4,Ka4 e-Sports Club
Hold,Holdem Esports
ex-I,ex-Intense Gaming
D-Ge,D-Genenran-X Gaming
Conc,Concentrate E-sport
Not,Not Ready
OTE,Overtime Esports
Doge,Doge go to the moon
AECL,Alter Ego Celeste
Godf,GodfatheR
MYTH,MYTH
Bake,Bakekok
TCr4,TCr4 Tampubolon
Pasu,Pasukan Gelap
XORT,XORTE
Pand,Pandora Esports
Spic,Spica
Mama,Mamah Pasti Bangga Team
Trig,Trigger Esports
Quad,Quadro Squadron
S8v,Seniman Grooming
VacT,VacTorturer
GOB,GOB E-SPORTS
Fort,ForteZ
Zabo,ZaboeN AllSTAR
DG E,DG Esports
Arts,ArtsGaming
Noth,Nothing To Lose
MOC,MOC Team
Bros,Broskis
TKR,Tengkorak
Kamb,Kambing
BOG,Boss Gold
NAGA,NAGA ESPORTS
Synd,Syndrome
DONK,DONKAE
Exce,Excelsa
UHRB,UHRBTGJMNY7
ALLG,ALLG
LGI,LGI
FYL,FYL
NSIC,NSIC
Vaul,Vault Guardians
Visi,VisionX
IQ W,IQ White
Shog,Shoguns
Hotc,Hotcakes
Sac,Sac State Hornets
VZN,VZN
Loga,Logan Paulers
In T,In The Lab
Enig,Enigma 
Fric,Frick Ya Bag
anyg,anygurls
IQ P,IQ Purple
HD,Hyperspace Dark
SF,select few
Caug,Caught in 4k
Stay,"Stay Small, Stay Second"
THE,THE FIVE EMPERORS
Seda,Sedated
Etha,EthanK Fan Club
GCU,GCU Esports
STORM,Sakura Storm
Boun,Bounty Esports
YMCM,YMCMB
Dial,Dialed In
On T,On The Run Esports
ex-F,ex-FUNSNATCHERS
Elys,Elysium
Liga,Liga Uncharted
DB,DRAGON BALL
eRa,eRa Eternity
Os5,Os5
REVO,REVOADINHA
fave,favela aimers
S5,Squad5
JAG,Jaguares Esports
FAKE,FAKEZINHU
Desi,Designated
EDS,Elektronik Denetleme Sistem
BAU,BAU Raiders
WNO,We Need Org
PCIF,PCIFIC
ELZ,Eliza
5HDS,5HEADS
Next,Next level
BL,Backlink Gaming
Prim,Prima Esport
ALCY,ALCYONE
LSW,LSWeasels
IN Y,IN YOUR HEAD
SM,Sniper Monkey
BLUE,BLUEJAYS Frates
NNS,NoNamers
WIZ,Wizards Club
pz,playzone
AMRK,Amarok E-sports
TTM,REPLY TOTEM
KETA,KETÄ
Form,FormaGwint
CRC,Circus
AQLX,Aqualix
57,57
MBPK,MBAPPEEK
OKGG,OKGG
MG,Marten Gaming
ID,Iron Division
sh00,sh00pdawh00p
d00m,d00msday
LPE,lil pamp esports
KVT,Květinky
inde,indepeNdent
SD,ShockDart
RYE,Raise Your Edge
MLO,MATCHMAKING LOVERS
PH,PoppinHeads
unsi,unsigned
RCC,Radiant Comedy Club
S2V,S2V Esports
Luna,Lunaris
99PT,99Percent.
sama,samara mafia
pRES,pRESENSE
P2N,PLATOON
4IMI,4IMIGE
AKT,Akatsuki clan
Flue,Fluency
Lost,Lost days
Elec,Electronic Zero
IMBA,IMBAPEEK
kjpw,kjpwr
Prod,Prodigy
PX,Project X
Katj,Katjietki
ARK,ARK Esports
top5,top500 and dog
+WP,+W party
MTZ,MoreThanZero
NA T,NA TRAPE
#FIX,#FIXBUCKY
EQUI,EQUITES
Shin,Shingeki No Kyojin
We d,We don’t care
Mang,Mangal
gene,genei ryodan
XcTJ,XacTJlePbI
NO P,NO PRACCS
Kron,KronBars
ULVL,ULVL
DF,DreamFyre
AFN,Affinity Esports
MOTV,MOTV
Org,Org Not Found
AYO,AYO GameOn Esports
LG T,LG Terra
Swea,Swear To God
Vant,VantaBlack
Kine,Kinetic
Flow,Flow
Resp,Respect
FTL,Fatality
EPA,Euphoria
C2S,C2S
Hamt,Hamtories
GCA,GCA A TEAM
Aver,Average 20
Rive,River
Clan,Clan Infamous
NFG,Never Fall Gaming
v0rt,v0rteX 5
Gwan,GwangDae
BE F,BE FUN SWORD
ZFG,ZFGaming
CGZ,CREST GAMING Zst
COG,Connect Gaming
CAG,CYCLOPS athlete gaming
RWBY,RWBY
Busc,Buscando Org
Fein,Feint Gaming
kd n,kd negativo
Armo,Armony Wings
DARK,DARK PSYCHOLOGY
CThugs,Cone Thugs
NO O,NO ORG
Novu,Novus Esports
MALA,MALA MÍA ESPORTS
Imme,ImmenZEsport
PGT,Phinance G
5 Ra,5 Randoms
Twin,Twin Esports
Smoo,Smooth1TAP
WALT,WALTEM Gaming
AGM,Arctic Gaming Mexico
BRC,BARÇA
NOF,No Org Found
maka,makaron
red,red deers
ishj,ishjmafia
ETB,Eskişehir TepeBaşi eSport
CNVR,CANAVARLAR
Epin,Epin.CREW eSport
TML,Team Miracle
ReZo,ReZo
Frea,Freak
blax,blax
mix1,mix123
ezch,ezchoke
AS,AnimeSquad
TQL,Tale Quale
N1,N1
BMG,BadMonkeyGaming
Dobr,Dobrya4ki
FLEX,FLEXIM
MNL,MiNeLoxi
Dirt,Dirty boys
KM,KickMasters
Popr,Poprikoly
NN,Nasty Ninjas
SKL,SKYLINE Esports
ELO,ELOHUNTERS
No F,No Fear
GCS,Ghost CommandoS
Pece,Pecel Lele Lyra
Azal,Azalea
U2G,U2G
ZTH,ZENITH
VOIN,VOIN ESPORTS
GTA,GTA Heist Crew
MORT,MORTIX
ATJ,ATJ
JJ E,JJ ESPORT
PERV,PERVELUX
Pig,Pig Head
5Rel,5Relics
Curs,Cursed Team
CHAR,CHARIOT
4seh,4sehat5sempurna
Nobl,Noble Outlaws
ICG,INCOGNITO
JL,JustLose
EXT,ex-Timing Monster Gaming
Wate,Watermelon Sugar
JMNY,JMNY6
SCYT,SCYTES
Lvl,Lvl 10
wego,wegonnalose
RR,Reality Rift
ZABB,ZABB
OhMy,OhMyGirl
ELV,Elevate
Heat,Heathens
ANEW,ANEW Esports
Rate,Rated Gaming
Amar,Amarok Esports 
Thic,ThiccWRECK
Matc,Match Point
VT V,VT Valorant
Phan,Phantom V
Boys,Boys Who Cry
db,down bad
ROO,Roosters
AllK,AllKnights
SDK,SDK
Goom,Goomba Squad
5G G,5G Gaming
Zero,Zero Gravity
Onsl,Onslaught Gaming Red
PROJ,PROJECT X
DIG,Dignitas
Rode,Rodelindo Roman esports
Syne,Synergy Esports
Zwan,Zwan Gaming
LING,LINGUISALESS
Zang,Zanga7
RED,RED Canids
FUSC,FUSCA AZUL
Streets,The Streets
eXiL,eXiLe Academy
Almi,Almighty
Spectralis,Team Spectralis
The.,The.Box 
Turt,Turtle eSport
RJX,REJECTS GAMING
pNutz,peanutz
run,run it back
MI,Minor Inconvenience
neuk,neuken in de keuken
VER,Verendus
iG,Inside Games
Miam,Miami pitingos
SP,SeolHaeOne Prince
OG5,ORGLESS5
WSHD,Washed
Les,Les Fatigues
cool,cool kids
RCKT,Team Rocket
Krij,Krijgslieden
OFF,Offlimits
Tens,Tensei Esports
CLWN,Clown Squad
La r,La rue
Phen,Phenomenon
ecob,ecobra
TBD,TBD
Name,Nameless
TP e,TP eSports
PND,Pandemic
Arca,Arcana
R3je,R3jel
AAO,Against All Odds
KAML,Kamil Klein new chapter
MSK,MAJSTERSZTYK
Leak,Leaked
OnPo,OnPointGaming Bravo
Wall,WallPeekTurret
stay,stay Focused
ches,chess on crack
NC,No Chance
Sect,Sector One
TGB,The Gentleboys
Bach,Bachara Esports
CZ,CZECH REPRE
xXx,X
HYDRA,Hydrated
QWER,QWERTZ
Blei,Bleiz
FD,Flash and Dash
five,fivestack
Soph,Sophie's children
HAM,Hamtori ZunDeZinx
HLT,Hurts Like This
Jesf,Jesfrelho
LH,Lunatic-Hai
OLDG,OLDGUYZ
Bnai,Bnain
BDG,Bulldozer Gaming
NoX,Team NoX
KE,Kumiho Esports
Noiz,Noizy
Hyve,Hyve Central
MGS,MGS Spades
3C,Third Chapter Esports
Exem,Exemplar
7 Fi,7 Figure Gens
TBGAC,ThunderBolts AC
836,836.PizzaLocale
PayH,PayHesap Kütahya Esports
Blam,Blame Esports
R5,RED5
LUL,LUL
WAL,WAL
16co,16const
FULL,FULL FOCUS
FR1E,FR1END5
MUSI,MUSICA
FRPL,FRPL Esports
nnav,nnavgplayers
TRM,TragedyMakers
Hell,HelloKitty
BALL,BALLAS
SOLO,SOLO
Five,FiveStars
GeT_,GeT_6paTBa
shtr,shtrihcod
Foun,Found us
Sibe,Siberian
Piya,Piyat
Poly,PolyCyber
badb,badb0ys
TURK,TURKISH MAFIA
nurt,nurture
paro,paroXysme
CISF,CISFAITH
vthr,vthree
Spar,SpartanTeam
N4PA,N4PAS
Atle,AtleticsDogs
Medu,Meduzza Gaming
NAH,Not All Home
Part,Party Carrots
Neve,NeverDone
DISB,DISBAND
Braw,BrawlStars2005
Ches,ChesterNo
BAR1,BAR100LONA
semT,semTAG
TREM,TREMBALA
NOSL,NOSLEEP
VK G,VK Gaming
A SE,A SEITA
Agen,Agentes Livres
ME C,ME CONTRATA
badc,badcovid
Esqu,Esquema Único
3P,3P
FALT,FALTAM 2 MIN
Dead,Deadlife
MM,Mob Mentality eSports
Asce,Ascendants
xP1,ex-Phoenix1
CPC,CPC
USAE,US Army Esports
Reta,Retake
Bobe,Boberts-Bugs-B-Gone
Viru,Virus and Friends
ELE,Elevation
xoxo,xoxo
S40,Sandwich Eaters 40
bump,bumpaaMaid
Bala,Balanced Esports
NBK,NBK Valorant
Obst,Obstacle
Gang,Gangster Gorillas
Dog,Dog Team Club Org
MROr,MROrgless
SRN,Serenity
Silh,Silhouette
asdf,asdf
ROAC,ROACHES
Swag,Swagoi
M1X,mix123
EP,Enterprise Esports
CHM,Chameau maléfique
SARD,Sardine Breath FC
mBz,MonkeyBizniz
TNUC,Team Name Under Construction
Quic,Quickmath
DEUS,DEUS
Ever,Evereux
suki,AKATSUKI
HWEC,Homies With Extra Chromies
EYG,Entropy
MIX,RandomMix
VISU,VISU Gaming
SMAG,Smoke After Game
TAR,Tabula Rasa
RHS,Running HS
RBN,REBORN eSports
NAIG,NAIGI
HR,HighRollers
LBP,LBP
AOR,Art of Revolution
T10,TierTenTeam
ziomal,internaziomale
HJIN,HoryJin Blue
5D,The 5th Dimension
QLSH,QLASH
XIA,aspyxia
LAV,Legerity Val
Prop,Prophecy ESC
hu1,ciszej
HCE,High Coast Esports
nH,noHands
corg,corgi
MLA,Marlian eSports
WS!,WeSlap!
CISEU,CISEU
fp,ferrari peek
GRC,Grecco Gaming
men,men
Colo,Colossus Gaming
RT,roughtimes
MB,Monkey Business
GB,Gamerbots
CBBs,Conor's BBs
WS,Weeb Strikers
EE,EXOH Esports
VNTY,Vanity
Warr,Warriors
KND,KNAEKBRQD
ROLL,ROLLO
VVM,VI VET MEST
iAM,iAm Esports
WEF,WEF
PNK,PANKE
NT,NerdTown eSport
iR,iRubbix
TLE,Team Logic Esports
2G4L,2G4L
SPRX,SPARX ESPORTS
CG,CyberGround Gaming
BESTDK,BestTeamDK
色狗幫,色狗幫
LJG,LJG
OOW,Only One Word
PY,Physical
LFS,LFS
IDP,Idiot Party
GSR,TEAM GSR
AMG,AMG Gaming
Area,Area 51
b Ta,b Tang
Fate,Fate
Like,Like A Gangster
EMPE,EMPEROR
Swee,Sweet Young Boys
Term,Terminate Esports
Benc,Bencheados Academy
Infa,Infamous Gaming
NoBo,NoBordeR
Pich,Pichon Bellaco
A9,Atletica Pro Gaming 9
EDG,EDward Gaming
LOUD,LOUD
OPTC,OpTic Gaming
DRX,DRX
XIA,XERXIA Esports
NIP,Ninjas In Pyjamas
FS,Scythe of Seraph
VKS,Keyd Stars
TBK,TBK Esports
TGRD,The Guard
SR,Shopify Rebellion
OGLU,OG LDN UTD
M3C,M3 Champions
ACE,Acend
ONS,Incheon On Sla2ers
MARU,Maru Gaming
RC,REJECT
CR,Crazy Raccoon
KONE,KONE eSports Club
TS,Team Secret
BLD,BLEED
FC,FuelCore
BOBO,BOBO
RGN,REIGN
BONK,Bonkers
HB,HONEY BADGERS
zL,Zer0 Latency
X5,TEN-5
MEW2,MEW2
Toky,Tokyo Revengers
ASP,Aspyre
RILL,RILLAS
MIZ,Mizzou Esports
Free,Free Fall
EP,Ego peekers
DawN,DawN
TOP,Team Opulence Black
50k,5 of a Kind
NG,Nation Gaming
AI,BASILISK
TMA,Thanos Mug Academy
SWAR,SWARM esports
Astr,AstraSect
Team,Team hz
FG,Fadee Gaming
FaRt,FaRt Clan
Ugly,Ugly Hamsters
FLUX,Team Flux
MR,Moon Raccoons
NB,No Brimstone
New,New Legion
LT,Lenny Time
G4B,Go 4 Broke
UNK,Unknown
Eros,Eros
SSA,SSA
Moon,Moonrise Black
Crow,Crown Kings
ZMM.B,Zero MarksMen Black
SLOD,SLODI REPUS
BASE,BASED
Pand,Panda Express
goth,goth boy clique
GKS,Girl Kissers
Phoe,Phoenix Feather
Face,Face Off
Clan,Clanless
SYR,SYR
ET,EDO TENSEI
NYFU,NYFU
PPP,Pasquallys Pizza Posse
Gori,Gorilla Gang
Noct,Nocturned Team
Disc,Discord Kittens
Ecle,Eclectiq
CD,Crima's Disciples
DSR,Desire Rising
Star,Star Blaze
GJO,GONJO
AKR,Akrew
Mach,Mach5
Omni,Omnipotent Gaming
BBGA,Built By Gamers Academy
NF,Northern Forces
SOL,Solstice Esports
Zeni,Zenigma Alpha
SKW,Skwirel Warriers
Stay,StayHydrated
RID,Run it Down
CE,Çamlıca Esports
,Nearest Airport
GodS,GodSpeed Gold
DART,dart monkeys
Gift,Gifted
IMT,imnot
GENG,Gen.G Black
MSF,Misfits Black
1R,1Rule
VEXO,Vexo Esports
Spec,Spectral Purple
Big,Big Special Esports
Puls,Pulsar Red
Badd,BaddiesOnVal
Hype,Hyperzero
C4,Chapter 4
Jell,Jellyspotters
TPG,Tempest Gaming
CG,cowana Gaming
AVST,AVESTA
AOE,Area of Effect
ADHD,ADHD
ONi,ONi
TM,Team Mystic
SHV,Stars Horizon Venus
Só,Só Deus Sabe
Clev,Cleveland
Raij,Raiju e-sports
JAMP,JAMPA e-Sports
Virt,Virtual Anarchy
Expe,Expect Nothing
3P,3P eSports
TZ,Tuzzy E-Sports
VIM,VIM TIRAR ORG GRANDE
Nunc,Nunca Tentamos
Lanc,Lancheira do Tomás
Supr,Supremacyy
RD E,RD E-SPORTS
Q CA,Q CALOR E ESSE
Trop,Tropa do Litoral
Proj,Project A
ODK,ODDIK
Flow,Flow e Amigos
fake,fakezinn
trop,tropa da realeza
hash,hashiras
expe,experientGG
g0ga,g0gados
Utah,Utah Bless
Amig,Amigos Esports
ASTRO,Astro Esports
os r,os reis do fluxo
Mani,Maniacos da Mira
Furn,Furnace e-sports
LUSA,LUSA White
GLP,Gamelanders Purple
Made,Made In Vietnam
Agro,Agropesca Jacare
calo,calor
TEAM,TEAM REBIBE
BOD,BOD Esports
Look,Looking For Organization
Não,Não tem Jeito
Arca,Arca do Plato
QLQR,QLQR 1
tier,tier2sussinha
Nova,Nova Whale
REI,REiGN
HCK,HCK CIBORGS
Mede,Medellin
E IS,E ISSO MEMO
Bomb,Bomb Crypto
EXOD,EXODIA
IRLV,IRLV.GG
BOND,BONDE DO TIRINGA
ATS,ATS Brave
doid,doidera
The,The Mix
Rene,Renegados
MIBR,MIBR
LOS,Los Grandes
